Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE"
Business,"Paid employees for pay period including March 12",Construction,"15,294",G,"15,983",G,"13,462",G,"17,047",G,"24,594",G,"14,519",G,"23,818",G,"16,388",G,"13,936",G,"23,028",G,"19,084",G,"11,872",G,"16,778",G,"31,627",G,"16,978",G,"14,230",G,"21,981",G,"12,993",G,"33,820",G,"25,911",G,"17,174",G,"15,290",G,"19,195",G,"5,941",G,"13,087",G,"22,166",G,"10,025",G,"11,066",G
Business,"Paid employees for pay period including March 12",Manufacturing,"8,165",G,"10,319",G,"15,831",G,"17,281",G,"9,956",G,"11,986",G,"10,451",G,"18,946",G,"7,476",G,"19,511",G,"7,984",G,"4,797",G,"26,892",G,"19,659",G,"14,958",G,"9,762",G,"8,086",H,"14,768",G,"9,500",G,"16,215",G,"9,748",G,"3,019",G,"8,408",G,"8,550",G,"7,137",G,"21,365",G,"2,835",G,"3,797",G
Business,"Paid employees for pay period including March 12","Wholesale trade","5,881",G,"7,093",G,"9,182",G,"13,994",G,"14,772",G,"4,872",G,"6,698",G,"5,445",G,"11,210",G,"21,382",G,"6,188",G,"3,476",G,"11,484",G,"25,374",G,"10,867",G,"5,970",G,"6,487",G,"7,837",G,"10,547",G,"21,222",G,"6,565",G,"5,303",G,"15,095",G,"13,181",G,"17,342",G,"41,362",G,"7,032",G,"7,071",G
Business,"Paid employees for pay period including March 12","Retail trade","37,730",G,"37,685",G,"38,926",G,"31,986",G,"45,258",G,"34,674",G,"38,245",G,"37,628",G,"38,706",H,"49,279",G,"34,643",G,"30,034",G,"45,607",G,"41,121",G,"37,891",G,"38,009",H,"37,505",G,"32,233",G,"54,223",G,"45,278",G,"36,749",G,"31,764",G,"46,299",G,"37,051",G,"41,237",G,"42,707",G,"41,430",G,"26,116",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","6,019",G,"4,534",G,"11,018",H,"35,789",G,"11,184",H,"4,637",G,"3,830",G,"7,342",H,"25,347",G,"10,484",H,"10,098",H,"3,619",G,"5,378",G,"17,690",H,"10,902",G,"5,640",G,"5,756",H,"11,254",G,"7,682",G,"17,287",G,"7,620",G,"3,359",G,"8,263",G,"6,976",G,"18,603",G,"46,806",G,"8,411",H,"4,914",G
Business,"Paid employees for pay period including March 12",Information,"2,468",H,"3,691",G,"3,165",G,"6,551",H,"6,927",G,"2,454",G,"6,408",G,"3,140",G,"2,201",H,"16,206",G,"4,701",G,"1,476",H,"3,426",G,"18,817",G,"5,386",H,"2,260",G,"3,065",G,"2,087",H,"4,105",H,"12,562",H,"2,831",H,"1,954",G,"8,653",H,"4,092",H,"7,168",G,"10,056",G,"7,621",G,"2,918",H
Business,"Paid employees for pay period including March 12","Finance and insurance","13,790",H,"7,337",H,"5,991",G,"10,784",G,"40,291",G,"5,781",G,"18,493",G,"6,851",G,"3,481",G,"23,102",G,"3,755",G,"3,785",G,"19,835",H,"46,915",G,"23,794",G,"8,451",H,"6,827",G,"7,266",H,"9,165",G,"13,317",G,"8,176",G,"5,388",G,"19,093",G,"5,875",G,"13,128",G,"11,339",G,"29,533",G,"5,013",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","5,802",G,"4,576",G,"3,615",G,"4,146",G,"6,991",G,"3,419",G,"5,119",G,"4,571",G,"11,300",G,"14,474",G,"6,416",H,"2,950",G,"6,664",G,"10,315",G,"4,498",G,"4,103",G,"5,591",G,"3,043",G,"11,511",G,"6,446",G,"4,655",G,"5,196",G,"10,923",G,"6,986",G,"6,818",G,"7,425",G,"8,418",G,"3,798",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","18,978",G,"15,536",G,"10,383",G,"12,032",G,"29,607",G,"8,997",G,"17,954",G,"24,581",G,"7,014",G,"55,235",G,"7,568",G,"6,110",G,"23,282",G,"57,254",G,"19,162",H,"9,131",G,"12,148",G,"6,800",G,"18,964",G,"26,248",G,"15,717",G,"11,242",G,"36,161",G,"12,732",G,"20,837",H,"17,892",G,"42,330",G,"7,922",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","1,347",H,"1,493",H,"2,517",H,"2,181",H,"11,059",G,"1,381",J,"6,420",G,"3,626",H,"5,707",G,"16,692",H,"3,938",H,909,G,"7,821",H,"17,118",H,"14,405",H,"3,045",H,"2,837",G,"2,277",G,"3,412",G,"6,083",G,"5,018",G,"1,664",H,"14,694",H,"1,305",G,"6,980",H,"7,964",H,"7,884",H,"1,451",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","14,973",G,"12,672",G,"9,685",G,"17,106",G,"31,739",G,"10,191",G,"17,982",G,"20,144",G,"13,924",G,"37,316",G,"14,623",H,"7,092",G,"17,073",G,"50,348",G,"17,588",G,"10,792",G,"12,322",G,"11,048",G,"21,164",G,"37,843",G,"19,452",G,"13,436",G,"28,436",G,"11,126",H,"23,461",G,"32,178",G,"19,936",G,"7,573",G
Business,"Paid employees for pay period including March 12","Educational services","3,188",G,"2,714",G,"3,596",G,"3,284",G,"9,988",G,"7,247",G,"3,459",G,"6,050",H,"4,194",G,"10,085",G,"3,457",G,"2,806",H,"5,930",G,"9,554",H,"6,181",G,"4,062",H,"2,790",H,"4,715",G,"4,268",G,"5,997",G,"3,590",G,"3,374",H,"8,563",G,"7,430",G,"11,652",H,"11,670",J,"14,810",H,"3,085",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","36,705",G,"35,927",G,"53,697",G,"36,165",G,"53,247",G,"33,521",G,"29,418",G,"40,991",G,"23,156",G,"68,269",H,"31,432",G,"35,573",G,"56,976",G,"59,230",G,"45,451",G,"29,680",G,"39,675",G,"37,752",G,"54,178",G,"50,118",G,"43,587",G,"39,465",G,"48,808",G,"34,109",G,"41,583",G,"50,819",G,"52,910",G,"19,575",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","2,844",G,"2,760",G,"2,364",G,"4,541",G,"5,817",G,"5,925",H,"3,413",G,"4,543",G,"11,341",G,"24,903",H,"29,107",J,"1,673",G,"4,910",G,"8,853",G,"5,997",H,"3,611",G,"4,478",G,"3,872",H,"11,319",G,"5,946",G,"7,475",G,"7,891",G,"8,486",G,"4,239",G,"5,929",G,"4,721",G,"5,790",G,"2,469",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","35,208",G,"32,201",G,"27,041",G,"26,156",G,"41,329",G,"24,460",G,"27,891",G,"29,224",G,"37,488",G,"48,178",G,"48,715",H,"18,159",G,"36,797",G,"38,810",G,"21,652",G,"22,095",G,"25,901",G,"20,927",G,"48,586",G,"25,694",G,"29,340",G,"26,167",G,"43,282",G,"38,421",G,"33,794",G,"27,223",G,"35,431",G,"25,927",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","10,897",G,"11,027",G,"9,780",G,"11,143",G,"14,076",G,"9,143",G,"12,304",G,"10,772",G,"17,385",G,"16,720",G,"9,100",G,"6,480",G,"14,173",G,"14,937",G,"10,007",G,"7,492",G,"10,190",G,"7,366",G,"16,241",G,"10,988",G,"11,205",G,"11,088",G,"15,286",G,"12,651",G,"11,970",G,"9,165",G,"13,814",G,"5,148",G
Business,"Paid employees for pay period including March 12","Industries not classified",32,J,26,H,14,G,15,G,34,G,11,J,21,H,15,J,15,J,59,H,27,J,12,J,24,H,39,J,9,J,22,H,39,J,13,J,23,J,81,H,19,G,95,H,73,J,60,H,69,H,56,J,67,H,27,G
Business,"Annual payroll ($1,000)","Total for all sectors","10,579,150",G,"9,567,320",G,"10,088,969",G,"13,251,425",G,"19,983,531",G,"8,005,785",G,"11,745,680",G,"12,150,094",G,"10,894,371",G,"27,959,297",G,"10,086,288",G,"6,066,306",G,"15,927,106",G,"30,814,924",G,"14,729,806",G,"8,265,693",G,"9,984,940",G,"8,420,696",G,"16,834,007",G,"19,922,450",G,"12,973,117",G,"9,083,606",G,"21,239,788",G,"11,241,510",G,"15,433,763",G,"20,515,249",G,"22,686,402",G,"6,095,575",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","6,331",H,"46,568",G,"43,936",G,"16,167",G,"3,939",H,"10,220",H,"2,123",J,"19,437",G,"1,329",G,388,G,"7,581",H,"4,048",G,"2,360",H,"1,441",G,"3,110",J,"37,223",H,"4,106",G,"31,617",G,"6,542",H,"4,711",G,"7,943",H,"23,792",G,"1,877",H,423,H,"2,675",H,"4,250",H,622,G,"8,812",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","14,014",H,"12,689",G,"9,365",H,"11,186",G,411,G,"5,664",J,806,J,"2,460",G,0,N,"1,180",J,"17,774",G,"7,639",J,0,N,739,J,793,J,"9,926",J,"7,081",H,"90,871",J,"15,664",G,"4,644",H,"1,025",H,0,N,"1,940",J,152,H,"3,075",H,"52,846",H,0,N,"9,788",G
Business,"Annual payroll ($1,000)",Utilities,"174,104",H,"103,594",H,"65,195",H,"70,276",H,"13,469",G,"75,377",G,"84,330",H,"41,911",J,"13,493",J,"53,296",H,"93,719",G,"172,921",H,"64,919",J,"304,185",J,"34,055",J,"61,220",G,"78,305",J,"80,410",G,"82,684",J,"160,697",J,"990,854",J,"38,956",J,"10,131",H,"27,301",G,"34,100",J,"58,434",J,"111,517",J,"183,648",J
Business,"Annual payroll ($1,000)",Construction,"817,367",G,"803,565",G,"665,099",G,"978,288",H,"1,539,714",G,"676,168",G,"1,389,733",G,"829,039",G,"705,481",G,"1,503,553",G,"1,059,860",G,"550,251",G,"855,444",G,"1,990,008",G,"922,719",G,"817,460",G,"1,154,077",G,"626,254",G,"1,937,143",G,"1,606,527",G,"1,024,208",G,"851,537",G,"1,261,115",G,"329,311",G,"797,882",G,"1,224,752",G,"551,205",G,"533,084",G
Business,"Annual payroll ($1,000)",Manufacturing,"559,157",G,"618,430",G,"857,015",G,"1,106,820",G,"757,154",G,"689,365",G,"546,111",G,"1,504,979",G,"406,383",G,"1,573,932",G,"482,255",G,"251,243",G,"1,742,176",G,"1,245,061",G,"906,219",G,"597,814",G,"467,618",H,"945,829",G,"525,077",G,"915,251",G,"637,781",G,"156,403",G,"507,119",G,"442,992",G,"418,654",H,"973,709",G,"141,734",G,"211,610",G
Business,"Annual payroll ($1,000)","Wholesale trade","368,520",G,"425,776",G,"629,497",G,"894,447",G,"996,883",G,"282,519",G,"468,718",G,"348,323",G,"712,980",G,"1,618,284",G,"365,750",G,"204,755",G,"769,614",G,"1,890,155",G,"685,766",G,"394,774",G,"389,376",G,"447,418",G,"898,253",H,"1,506,784",G,"478,207",G,"393,131",G,"1,232,018",G,"901,642",G,"1,288,906",G,"2,741,839",G,"627,834",G,"348,328",G
Business,"Annual payroll ($1,000)","Retail trade","1,248,566",G,"1,160,912",G,"1,220,641",G,"1,051,143",G,"1,577,723",G,"1,121,992",G,"1,214,630",G,"1,210,270",G,"1,190,039",H,"1,742,523",G,"1,084,384",G,"948,699",G,"1,546,855",G,"1,578,710",G,"1,437,378",G,"1,205,809",G,"1,285,886",G,"1,002,594",G,"1,999,730",G,"1,743,406",G,"1,284,200",G,"1,106,663",G,"1,821,301",G,"1,432,921",G,"1,506,606",G,"1,553,542",G,"1,537,324",G,"829,822",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","302,996",G,"203,814",G,"510,817",H,"1,430,349",G,"584,778",H,"211,368",G,"166,589",G,"419,574",G,"1,629,654",G,"413,638",G,"336,110",G,"183,002",G,"231,905",G,"989,211",H,"515,528",G,"202,849",G,"259,862",H,"557,482",G,"380,789",G,"942,321",G,"352,560",G,"146,992",G,"401,312",G,"355,334",G,"1,350,722",G,"2,971,812",G,"654,698",H,"224,674",G
Business,"Annual payroll ($1,000)",Information,"157,968",G,"276,694",G,"218,706",G,"978,087",H,"604,683",H,"114,666",G,"560,974",G,"255,242",G,"250,410",J,"1,307,798",G,"451,387",H,"112,855",H,"247,331",G,"1,614,508",G,"470,692",H,"232,031",H,"224,600",G,"109,346",G,"337,005",H,"2,201,571",H,"222,325",H,"184,487",G,"1,152,109",H,"409,773",H,"643,930",G,"995,100",G,"1,111,813",H,"195,289",H
Business,"Annual payroll ($1,000)","Finance and insurance","1,028,998",H,"638,534",G,"418,019",G,"943,845",G,"3,872,786",G,"408,196",G,"1,434,989",G,"570,022",G,"214,249",H,"2,316,798",G,"266,378",G,"233,569",G,"1,927,673",H,"4,635,084",G,"2,335,311",G,"644,992",H,"678,851",G,"570,920",H,"1,103,700",G,"1,570,078",G,"1,008,354",G,"679,205",G,"2,617,479",G,"724,054",G,"1,018,433",G,"947,732",G,"4,436,359",G,"358,613",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","283,035",G,"200,209",G,"153,928",G,"278,917",G,"413,603",G,"150,104",G,"255,418",G,"210,108",G,"579,506",G,"1,048,762",G,"270,526",H,"102,751",G,"331,629",G,"707,921",G,"216,155",G,"193,741",G,"278,648",G,"143,680",G,"756,729",H,"364,971",G,"310,549",G,"327,922",G,"771,381",G,"426,260",G,"380,492",G,"387,060",G,"704,996",G,"165,058",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","1,351,361",G,"1,350,234",G,"653,848",G,"1,120,616",G,"1,905,645",G,"662,447",G,"1,516,577",G,"2,033,199",G,"437,455",G,"5,424,706",G,"598,899",G,"323,698",G,"1,642,391",G,"5,469,609",G,"1,539,775",G,"558,353",G,"798,854",G,"402,421",G,"1,727,117",G,"2,308,415",G,"1,218,502",G,"871,366",G,"2,903,450",G,"1,127,770",G,"1,581,328",G,"1,231,112",G,"4,760,709",G,"437,161",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","95,917",H,"104,505",H,"174,659",G,"199,275",H,"1,164,026",G,"257,813",J,"679,951",H,"399,092",H,"811,186",H,"1,314,260",G,"395,544",J,"126,593",G,"736,930",H,"1,742,545",H,"1,065,316",H,"204,596",G,"286,817",H,"153,012",G,"298,523",G,"503,347",G,"698,516",G,"201,715",H,"1,720,922",G,"187,891",H,"566,863",G,"875,315",H,"854,264",H,"114,532",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","618,183",G,"407,564",G,"348,448",G,"634,627",G,"1,395,320",G,"392,018",G,"696,706",G,"764,113",G,"445,565",G,"1,485,184",G,"612,490",H,"267,027",G,"724,970",G,"2,154,928",G,"646,689",G,"529,997",H,"508,851",G,"381,144",G,"813,732",G,"1,642,631",G,"761,750",G,"533,573",G,"1,483,019",G,"400,845",G,"1,056,611",G,"1,262,865",G,"968,443",G,"277,213",G
Business,"Annual payroll ($1,000)","Educational services","147,963",H,"91,043",G,"111,281",G,"125,083",G,"382,699",G,"272,131",G,"123,322",G,"186,765",H,"203,028",G,"489,000",G,"112,299",G,"106,065",H,"374,543",H,"431,322",G,"268,084",G,"163,801",H,"103,105",G,"154,819",G,"156,746",G,"288,287",G,"141,857",G,"133,387",G,"395,141",G,"300,944",G,"535,736",H,"1,012,895",J,"784,838",H,"108,879",G
Business,"Annual payroll ($1,000)","Health care and social assistance","2,167,363",G,"1,952,726",G,"3,062,978",G,"2,056,162",G,"3,056,066",G,"1,723,929",G,"1,522,650",G,"2,199,015",G,"1,343,739",G,"4,449,408",H,"1,638,352",G,"1,907,947",G,"3,271,291",G,"3,659,248",G,"2,784,762",G,"1,571,423",G,"2,330,907",G,"1,992,890",H,"3,517,667",G,"2,803,634",G,"2,474,406",G,"2,081,237",G,"2,847,738",G,"1,979,806",G,"2,594,090",G,"2,948,443",G,"3,401,135",H,"1,025,362",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","67,850",G,"64,373",G,"52,171",G,"398,284",J,"166,083",G,"193,434",H,"86,686",G,"157,279",G,"307,803",G,"1,154,079",J,"709,336",J,"32,318",G,"115,894",G,"801,419",G,"127,744",H,"128,519",H,"122,893",G,"96,056",G,"408,023",G,"321,526",G,"274,376",G,"303,421",G,"320,153",H,"415,979",H,"225,617",G,"179,635",G,"502,282",G,"75,649",G
Business,"Annual payroll ($1,000)","Accommodation and food services","835,258",G,"683,213",G,"531,870",G,"560,854",G,"936,172",G,"484,584",G,"603,955",G,"633,487",G,"1,089,991",G,"1,285,797",G,"1,290,495",H,"350,910",G,"907,997",G,"1,031,788",G,"438,943",G,"479,679",G,"650,870",G,"402,817",G,"1,267,483",G,"604,176",G,"658,189",G,"656,618",G,"1,188,808",G,"1,366,597",G,"954,285",G,"729,115",G,"1,017,918",G,"801,450",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","333,462",G,"422,171",G,"360,488",G,"396,191",G,"611,232",G,"273,545",G,"390,757",G,"365,374",G,"547,100",G,"775,536",G,"292,081",G,"179,500",G,"431,719",G,"565,366",G,"329,894",G,"230,444",G,"351,264",G,"230,821",G,"600,802",G,"423,471",G,"426,518",G,"385,219",G,"599,595",G,"409,001",G,"469,242",G,"362,200",G,"515,694",G,"184,860",G
Business,"Annual payroll ($1,000)","Industries not classified",737,G,706,H,"1,008",G,808,G,"1,145",G,245,G,655,G,405,G,574,J,"1,175",G,"1,068",H,515,J,"1,355",G,"1,676",G,873,H,"1,042",G,"2,969",G,295,H,598,H,"6,002",G,997,G,"3,657",G,"3,180",H,"2,514",G,"4,516",G,"2,593",H,"2,902",H,"1,743",H
Business,"Total Establishments","Total for all sectors","18,640",X,"18,369",X,"16,729",X,"15,912",X,"25,271",X,"16,995",X,"20,600",X,"19,689",X,"16,410",X,"26,934",X,"16,461",X,"14,650",X,"24,809",X,"29,069",X,"17,242",X,"16,810",X,"21,661",X,"14,651",X,"28,998",X,"23,278",X,"22,924",X,"23,033",X,"35,929",X,"22,773",X,"27,284",X,"29,772",X,"32,954",X,"17,538",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",43,X,114,X,163,X,45,X,20,X,50,X,13,X,41,X,12,X,5,X,31,X,41,X,26,X,15,X,13,X,32,X,21,X,97,X,21,X,21,X,40,X,161,X,25,X,6,X,21,X,16,X,12,X,62,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",15,X,14,X,12,X,6,X,6,X,14,X,4,X,8,X,0,N,3,X,17,X,8,X,0,N,6,X,4,X,5,X,9,X,24,X,11,X,9,X,6,X,0,N,5,X,4,X,3,X,6,X,0,N,8,X
Business,"Total Establishments",Utilities,68,X,73,X,31,X,21,X,14,X,40,X,32,X,34,X,16,X,21,X,30,X,49,X,34,X,32,X,22,X,23,X,40,X,52,X,40,X,52,X,52,X,17,X,12,X,15,X,16,X,23,X,18,X,23,X
Business,"Total Establishments",Construction,"2,176",X,"2,178",X,"1,674",X,"1,795",X,"2,747",X,"2,424",X,"2,600",X,"2,299",X,"2,005",X,"2,235",X,"1,959",X,"1,850",X,"2,284",X,"2,291",X,"2,042",X,"2,007",X,"3,220",X,"1,773",X,"3,788",X,"2,263",X,"2,716",X,"2,659",X,"2,631",X,"1,167",X,"1,883",X,"2,657",X,"1,752",X,"2,030",X
Business,"Total Establishments",Manufacturing,322,X,336,X,438,X,458,X,383,X,433,X,511,X,565,X,298,X,539,X,342,X,325,X,899,X,672,X,372,X,374,X,469,X,429,X,511,X,727,X,504,X,361,X,594,X,464,X,461,X,"1,075",X,361,X,332,X
Business,"Total Establishments","Wholesale trade",574,X,590,X,655,X,645,X,952,X,562,X,803,X,650,X,661,X,"1,179",X,642,X,440,X,"1,092",X,"1,524",X,744,X,595,X,699,X,629,X,976,X,"1,516",X,918,X,869,X,"1,960",X,"1,508",X,"1,968",X,"4,622",X,"1,632",X,"1,059",X
Business,"Total Establishments","Retail trade","2,667",X,"2,721",X,"2,603",X,"2,173",X,"2,948",X,"2,416",X,"2,484",X,"2,610",X,"2,109",X,"3,156",X,"2,044",X,"2,071",X,"3,148",X,"3,099",X,"2,157",X,"2,170",X,"2,555",X,"2,209",X,"3,547",X,"2,961",X,"2,575",X,"2,478",X,"3,572",X,"3,226",X,"2,833",X,"3,382",X,"3,271",X,"2,095",X
Business,"Total Establishments","Transportation and warehousing",440,X,410,X,511,X,957,X,826,X,474,X,407,X,409,X,"1,173",X,730,X,571,X,395,X,441,X,875,X,539,X,485,X,433,X,638,X,583,X,964,X,586,X,553,X,850,X,759,X,937,X,"2,455",X,663,X,858,X
Business,"Total Establishments",Information,269,X,365,X,286,X,212,X,417,X,250,X,366,X,298,X,226,X,656,X,330,X,206,X,357,X,645,X,292,X,220,X,269,X,199,X,381,X,378,X,302,X,310,X,627,X,440,X,496,X,465,X,629,X,210,X
Business,"Total Establishments","Finance and insurance",983,X,933,X,822,X,706,X,"1,591",X,851,X,"1,318",X,"1,019",X,662,X,"1,592",X,794,X,785,X,"1,485",X,"2,223",X,"1,080",X,"1,000",X,"1,219",X,750,X,"1,677",X,"1,234",X,"1,355",X,"1,236",X,"2,492",X,"1,054",X,"1,542",X,"1,297",X,"2,475",X,743,X
Business,"Total Establishments","Real estate and rental and leasing","1,600",X,"1,119",X,952,X,954,X,"1,871",X,"1,133",X,"1,390",X,"1,354",X,"1,512",X,"2,195",X,"1,334",X,962,X,"1,784",X,"2,156",X,"1,089",X,"1,261",X,"1,774",X,845,X,"2,919",X,"1,297",X,"1,555",X,"1,555",X,"2,849",X,"2,176",X,"2,084",X,"1,767",X,"2,641",X,"1,127",X
Business,"Total Establishments","Professional, scientific, and technical services","2,313",X,"2,321",X,"1,858",X,"1,646",X,"3,623",X,"1,668",X,"2,791",X,"2,613",X,"1,524",X,"4,546",X,"1,917",X,"1,556",X,"3,582",X,"5,319",X,"2,255",X,"2,038",X,"2,631",X,"1,274",X,"3,706",X,"3,305",X,"3,443",X,"3,562",X,"7,594",X,"3,753",X,"5,036",X,"3,381",X,"8,259",X,"2,175",X
Business,"Total Establishments","Management of companies and enterprises",61,X,66,X,66,X,81,X,169,X,36,X,112,X,57,X,84,X,253,X,84,X,31,X,121,X,233,X,88,X,93,X,83,X,48,X,116,X,134,X,91,X,70,X,200,X,86,X,120,X,111,X,146,X,26,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,196",X,"1,084",X,965,X,953,X,"1,776",X,"1,255",X,"1,533",X,"1,502",X,"1,195",X,"1,724",X,"1,259",X,"1,078",X,"1,620",X,"1,793",X,"1,205",X,"1,327",X,"1,821",X,954,X,"2,193",X,"1,647",X,"1,746",X,"1,882",X,"2,284",X,"1,031",X,"1,731",X,"1,724",X,"1,466",X,"1,178",X
Business,"Total Establishments","Educational services",185,X,193,X,214,X,187,X,414,X,171,X,304,X,249,X,231,X,416,X,242,X,153,X,309,X,417,X,277,X,249,X,217,X,188,X,295,X,308,X,280,X,308,X,511,X,317,X,455,X,257,X,491,X,226,X
Business,"Total Establishments","Health care and social assistance","2,064",X,"1,891",X,"2,148",X,"1,813",X,"2,921",X,"1,827",X,"2,184",X,"2,274",X,"1,446",X,"2,785",X,"1,753",X,"2,018",X,"3,015",X,"3,130",X,"2,071",X,"2,001",X,"2,410",X,"1,716",X,"2,811",X,"2,568",X,"2,751",X,"2,955",X,"3,794",X,"2,255",X,"3,156",X,"2,560",X,"4,280",X,"2,206",X
Business,"Total Establishments","Arts, entertainment, and recreation",284,X,273,X,248,X,213,X,409,X,273,X,363,X,293,X,296,X,541,X,318,X,196,X,429,X,435,X,240,X,277,X,308,X,187,X,506,X,300,X,431,X,481,X,679,X,499,X,520,X,307,X,554,X,314,X
Business,"Total Establishments","Accommodation and food services","1,661",X,"1,775",X,"1,450",X,"1,340",X,"2,080",X,"1,436",X,"1,547",X,"1,564",X,"1,546",X,"2,250",X,"1,385",X,"1,092",X,"2,011",X,"1,963",X,"1,215",X,"1,160",X,"1,462",X,"1,138",X,"2,187",X,"1,497",X,"1,501",X,"1,424",X,"2,278",X,"1,936",X,"1,799",X,"1,692",X,"2,001",X,"1,433",X
Business,"Total Establishments","Other services (except public administration)","1,695",X,"1,895",X,"1,615",X,"1,686",X,"2,080",X,"1,667",X,"1,816",X,"1,830",X,"1,390",X,"2,073",X,"1,384",X,"1,373",X,"2,149",X,"2,204",X,"1,518",X,"1,472",X,"2,002",X,"1,486",X,"2,706",X,"2,045",X,"2,043",X,"2,110",X,"2,920",X,"2,028",X,"2,176",X,"1,946",X,"2,262",X,"1,411",X
Business,"Total Establishments","Industries not classified",24,X,18,X,18,X,21,X,24,X,15,X,22,X,20,X,22,X,35,X,25,X,21,X,22,X,37,X,19,X,21,X,19,X,15,X,24,X,52,X,29,X,41,X,52,X,49,X,47,X,29,X,40,X,22,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
